publication_ID	source_file	Pages	Type	Volume	DOI	Issue	OpenAlex_ID	OA_Licence	Authors	Is_OA	Title	Abstract	Corresponding_Institutions	Grants	OA_Status	Year	Referenced_Works	Is_Paratext	OA_URL	Language	Journal	Cited_by	Corresponding_Authors
PA_PUB_0000085	POLSTUJOU_openalex.tsv	879-885	article	8	https://doi.org/10.1111/j.1541-0072.1980.tb01178.x	6	https://openalex.org/W2080063149		Harold Molineu (Harold Molineu); Author_ID: https://openalex.org/A5004265774; ORCID: None; Position: first; Countries: US; Institutions: Ohio University ### ID: https://openalex.org/I4210106879 ### ROR: https://ror.org/01jr3y717 ### Type: education; Affiliations: Ohio University	FALSE	CARTER AND HUMAN RIGHTS: ADMINISTRATIVE IMPACT OF A SYMBOLIC POLICY	"ABSTRACT Analyses of foreign policy impact seldom take into account the domestic and symbolic consequences of implementation. This study begins with the assumption that since President Carter's human rights policy is largely an exercise in symbolic politics, the criteria for understanding its impact have more to do with the impression than with substantive improvement in human rights. Implementation to date has been felt primarily in administrative adjustments and revisions, not on concrete achievements in human rights around the world. While in terms of substantive criteria the impact of the policy has been minimal, in terms of increased bureaucratic visibility and other symbolic responses, the policy's implementation can be considered successful."	https://openalex.org/I4210106879		closed	1980	https://openalex.org/W2035771088 | https://openalex.org/W2798050613 | https://openalex.org/W3164492451 | https://openalex.org/W4254878567	FALSE		en	Policy Studies Journal	2	https://openalex.org/A5004265774
PA_PUB_0000086	POLSTUJOU_openalex.tsv	1089-1101	article	8	https://doi.org/10.1111/j.1541-0072.1980.tb00897.x	7	https://openalex.org/W2031404978		"Robert T. Nakamura (Robert T. Nakamura); Author_ID: https://openalex.org/A5028879734; ORCID: None; Position: first; Countries: GB, US; Institutions: Dartmouth Hospital ### ID: https://openalex.org/I4210166639 ### ROR: https://ror.org/02j3qj605 ### Type: healthcare || Dartmouth College ### ID: https://openalex.org/I107672454 ### ROR: https://ror.org/049s0rh22 ### Type: education; Affiliations: Dartmouth College | Dianne M. Pinderhughes (Dianne M. Pinderhughes); Author_ID: https://openalex.org/A5047163872; ORCID: None; Position: last; Countries: GB, US; Institutions: Dartmouth Hospital ### ID: https://openalex.org/I4210166639 ### ROR: https://ror.org/02j3qj605 ### Type: healthcare || Dartmouth College ### ID: https://openalex.org/I107672454 ### ROR: https://ror.org/049s0rh22 ### Type: education; Affiliations: Dartmouth College"	FALSE	CHANGING ANACOSTIA: DEFINITION AND IMPLEMENTATION				closed	1980	https://openalex.org/W2313563931 | https://openalex.org/W1586702342 | https://openalex.org/W2090758213 | https://openalex.org/W4243714873 | https://openalex.org/W2084580261 | https://openalex.org/W2321555799 | https://openalex.org/W4253228542 | https://openalex.org/W2080019671	FALSE		en	Policy Studies Journal	12	
PA_PUB_0000087	PAR_openalex.tsv	231-231	article	40	https://doi.org/10.2307/975376	3	https://openalex.org/W2326697149		David L. Weimer (David Leo Weimer); Author_ID: https://openalex.org/A5023459559; ORCID: https://orcid.org/0000-0001-9237-623X; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	CMIS Implementation: A Demonstration of Predictive Analysis	"In recent years, students of the policy sciences have repeatedly drawn attention to the importance of trying to anticipate implementation problems before programs are launched on a large scale.' Not surprisingly, little has been offered in the way of general models that provide new methodologies for those conducting implementation analysis.2 We should not expect powerful general theories about a process that is so highly dependent upon the complex interactions of specific characteristics of programs and the particular organizational contexts in which they appear. In the absence of strong theory, we might turn to examples of practical application for guidance. Although there is a growing number of case studies that focus on implementation problems available, they usually take the form of autopsies on failed programs that neither make testable predictions nor indicate how such predictions could be made. The purpose of this paper is to provide an example of an implementation analysis, including an investigation of the validity of its predictions. We demonstrate how an implementation analysis could have been conducted prior to the launching of a Law Enforcement Assistance Administration (LEAA) program designed to induce the diffusion of a computerized case management information system (CMIS) as an innovation in prosecution management. Here we use the designation CMIS to refer to a computerized data collection, storage and retrieval system designed to aid in managerial decision making by facilitating the conversion of routinely collected case data to relevant information when required.3 The CMIS, called PROMIS (Prosecutor's Management Information System), has diffused over the last five years to over 65 jurisdictions as a result of the information, funding, and technical assistance provided by the PROMIS Transfer Project.4 The decision to diffuse PROMIS was based on the implicit assumption that funding and technical assistance would permit the realization in practice of the hypothesized benefits of CMIS adoption.5 Our implementation analysis casts serious doubt on the validity of this assumption by predicting a number of implementation problems that block the realization of major PROMIS benefits and are unlikely to be overcome by technical assistance. In other words, our implementation analysis would have"			closed	1980	https://openalex.org/W1556064267 | https://openalex.org/W2141805610	FALSE		en	Public Administration Review	1	https://openalex.org/A5023459559
PA_PUB_0000088	POLSTUJOU_openalex.tsv	132-145	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00936.x	1	https://openalex.org/W2082280998		"Jarol B. Manheim (Jarol B. Manheim); Author_ID: https://openalex.org/A5015439995; ORCID: None; Position: first; Countries: US; Institutions: Old Dominion University ### ID: https://openalex.org/I81365321 ### ROR: https://ror.org/04zjtrb98 ### Type: education || Virginia Tech ### ID: https://openalex.org/I859038795 ### ROR: https://ror.org/02smfhw86 ### Type: education; Affiliations: Virginia Polytechnic Institute and State University Allison Ondrasik, Old Dominion University"	FALSE	COMMUNICATION POLICY: A SELECTED BIBLIOGRAPHY		"https://openalex.org/I81365321, https://openalex.org/I859038795"		closed	1980		FALSE		en	Policy Studies Journal	2	https://openalex.org/A5015439995
PA_PUB_0000089	POLSTUJOU_openalex.tsv	394-403	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00948.x	3	https://openalex.org/W2131187113		Ronald Brickman (Ronald Brickman); Author_ID: https://openalex.org/A5075413837; ORCID: None; Position: first; Countries: US; Institutions: Cornell University ### ID: https://openalex.org/I205783295 ### ROR: https://ror.org/05bnh6r87 ### Type: education; Affiliations: Cornell University | Sheila Jasonoff (Sheila Jasonoff); Author_ID: https://openalex.org/A5072895100; ORCID: None; Position: last; Countries: US; Institutions: Cornell University ### ID: https://openalex.org/I205783295 ### ROR: https://ror.org/05bnh6r87 ### Type: education; Affiliations: Cornell University	FALSE	CONCEPTS OF RISK AND SAFETY IN TOXIC SUBSTANCES REGULATION: A COMPARISON OF FRANCE AND THE U.S.	"ABSTRACT The notions of risk and safety which play a conspicuous role in the regulation of toxic substances have shown a markedly different evolution in France and the United States. American law has moved toward the development of statutory criteria of risk assessment, balancing both the costs and benefits of regulation, while the French legislator has consistently avoided a substantive elaboration of safety concepts through legal texts. This contrast is documented and its implications for the discretionary authority of regulating agencies discussed. Divergent national patterns are explained with reference to four factors distinguishing the legal and political systems of the two countries."			closed	1980	https://openalex.org/W278216679	FALSE		en	Policy Studies Journal	4	
PA_PUB_0000090	POLSTUJOU_openalex.tsv	893-900	article	8	https://doi.org/10.1111/j.1541-0072.1980.tb01180.x	6	https://openalex.org/W2089082634		"Phyllis Strong Green (Phyllis Strong Green); Author_ID: https://openalex.org/A5054716279; ORCID: None; Position: first; Countries: US; Institutions: Rutgers, The State University of New Jersey ### ID: https://openalex.org/I102322142 ### ROR: https://ror.org/05vt9qd57 ### Type: education; Affiliations: Rutgers, University"	FALSE	"CONFOUNDING INFLUENCES, UNINTENDED IMPACTS, AND GROWTH MANAGEMENT POLICIES"	"ABSTRACT This study demonstrates the relationship among inputs, indirect effects, and intended and unanticipated consequences in determining the content and scope of growth management policies in three California cities. It shows that while a short time frame obfuscates a number of policy impacts, local policymakers can achieve policy objectives if they are aware of and utilize options that are available to them during the implementation process. The study suggests that despite the very real constraints imposed by state legislation and weak regional governments, local governments can more effectively deal with externalities by adopting complementary city‐county policies and negotiating priorities."	https://openalex.org/I102322142		closed	1980	https://openalex.org/W2482038711 | https://openalex.org/W2325893227 | https://openalex.org/W4211104958	FALSE		en	Policy Studies Journal	4	https://openalex.org/A5054716279
PA_PUB_0000091	POLSTUJOU_openalex.tsv	964-968	article	8	https://doi.org/10.1111/j.1541-0072.1980.tb01189.x	6	https://openalex.org/W1968959300		"Joseph W. Duncan (Joseph W. Duncan); Author_ID: https://openalex.org/A5023107270; ORCID: None; Position: first; Countries: US; Institutions: United States Department of Commerce ### ID: https://openalex.org/I1343035065 ### ROR: https://ror.org/04chq2495 ### Type: government; Affiliations: Office of Federal Statistical Policy and Standards, U.S. Department of Commerce"	FALSE	COORDINATING FEDERAL STATISTICS		https://openalex.org/I1343035065		closed	1980		FALSE		en	Policy Studies Journal	0	https://openalex.org/A5023107270
PA_PUB_0000092	POLSTUJOU_openalex.tsv	522-534	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00963.x	4	https://openalex.org/W2070295601		Fred Dallmayr (Fred R. Dallmayr); Author_ID: https://openalex.org/A5041919263; ORCID: None; Position: first; Countries: US; Institutions: University of Notre Dame ### ID: https://openalex.org/I107639228 ### ROR: https://ror.org/00mkhxb43 ### Type: education; Affiliations: University of Notre Dame	FALSE	CRITICAL THEORY AND PUBLIC POLICY	"ABSTRACT In the confines of the study of politics, public policy analysis involves a shift from pure to applied research, a shift which intensifies the problem of the fact‐value split inherited from positivist behavioralism. While early public policy literature concentrated on empirical policy‐making processes bypassing moral criteria, some recent writings have elaborated on policymaking and policy evaluation as a type of normative inquiry; significant steps in this direction have been undertaken by Duncan MacRae and especially by Jurgen Habermas in the context of “critical theory.” According to Habermas, policy evaluation requires a critically reflective “practical discourse” open not only to experts or policy analysts but to the public at large. The paper argues that such discourse is a valuable remedy against the technical‐instrumental bent of applied science, but that recovery of a fully non‐instrumental “practical” judgement presupposes an evaluation not only of concrete policies but of the status of “policy” itself."	https://openalex.org/I107639228		closed	1980	https://openalex.org/W2318186254 | https://openalex.org/W1994556079 | https://openalex.org/W2164703164 | https://openalex.org/W2313765525 | https://openalex.org/W2156974588 | https://openalex.org/W2085095738 | https://openalex.org/W2082051085 | https://openalex.org/W2014149921 | https://openalex.org/W2121351954 | https://openalex.org/W2318461218 | https://openalex.org/W2053013007	FALSE		en	Policy Studies Journal	10	https://openalex.org/A5041919263
PA_PUB_0000093	CANPUB_openalex.tsv	423-423	article	6	https://doi.org/10.2307/3550032	2	https://openalex.org/W2088978628		Frederick C. Engelmann (Frederick C. Engelmann); Author_ID: https://openalex.org/A5058072894; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | R.B. Byers (R. B. Byers); Author_ID: https://openalex.org/A5083556529; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Robert W. Reford (Robert W. Reford); Author_ID: https://openalex.org/A5046350356; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canada Challenged: The Viability of Confederation				closed	1980		FALSE		en	Canadian Public Policy	2	
PA_PUB_0000094	CANPUB_openalex.tsv	131-131	article	6	https://doi.org/10.2307/3550080	1	https://openalex.org/W2034654092		Brian L. Scarfe (B. L. Scarfe); Author_ID: https://openalex.org/A5048999344; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Michael Hudson (Michael Hudson); Author_ID: https://openalex.org/A5108806822; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canada in the New Monetary Order: Borrow? Devalue? Restructure!				closed	1980		FALSE		en	Canadian Public Policy	1	
PA_PUB_0000095	CANPUB_openalex.tsv	704-704	article	6	https://doi.org/10.2307/3549793	4	https://openalex.org/W2014200091		Herbert G. Grubel (Herbert G. Grubel); Author_ID: https://openalex.org/A5109939586; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Harlo L. Robinson (H. Lukin Robinson); Author_ID: https://openalex.org/A5074876370; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canada's Crippled Dollar: An Analysis of International Trade and Our Troubled Balance of Payments				closed	1980		FALSE		en	Canadian Public Policy	1	
PA_PUB_0000096	CANPUB_openalex.tsv	560-560	article	6	https://doi.org/10.2307/3550108	3	https://openalex.org/W2030723008		Grant L. Reuber (Grant L. Reuber); Author_ID: https://openalex.org/A5079494299; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canada's Political Economy: Current Issues				closed	1980		FALSE		en	Canadian Public Policy	1	https://openalex.org/A5079494299
PA_PUB_0000097	CANPUB_openalex.tsv	703-703	article	6	https://doi.org/10.2307/3549792	4	https://openalex.org/W4235242768		Alan S. Alexandroff (Alan Alexandroff); Author_ID: https://openalex.org/A5027102830; ORCID: https://orcid.org/0000-0001-8411-6622; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Harald von Riekhoff (Harald von Riekhoff); Author_ID: https://openalex.org/A5081747175; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | John Sigler (John Sigler); Author_ID: https://openalex.org/A5039954739; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Brian Tomlin (Brian Tomlin); Author_ID: https://openalex.org/A5034106354; ORCID: https://orcid.org/0000-0002-2533-1039; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	"Canada-U.S. Relations: Policy Environments, Issues and Prospects"				closed	1980		FALSE		en	Canadian Public Policy	0	
PA_PUB_0000098	CANPUB_openalex.tsv	444-444	article	6	https://doi.org/10.2307/3550094	3	https://openalex.org/W1968041351		David B. Brooks (David B. Brooks); Author_ID: https://openalex.org/A5057347142; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Robert Paehlke (Robert C. Paehlke); Author_ID: https://openalex.org/A5066603496; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canada: A Soft Path in a Hard Country				closed	1980	https://openalex.org/W2130522855 | https://openalex.org/W168014034 | https://openalex.org/W616759014 | https://openalex.org/W172632711	FALSE		fr	Canadian Public Policy	1	
PA_PUB_0000099	CANPUB_openalex.tsv	628-628	article	6	https://doi.org/10.2307/3549761	4	https://openalex.org/W2066891879		Ralph Paragg (Ralph R. Paragg); Author_ID: https://openalex.org/A5069339111; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canadian Aid in the Commonwealth Caribbean: Neo-Colonialism or Development?	"This article seeks to answer the question: 'Is Canadian aid in the Commonwealth Caribbean a form of neo-colonialism as its detractors are apt to claim, or is it supportive of development in the region?' Aid activities are analyzed in terms of hypotheses derived from dependency theory. Our findings reveal that Canadian aid-behaviour deviates significantly from the dependency model of aid, and is, indeed, supportive of Caribbean development despite a dearth of Canadian direct aid involvement in industrial projects. Canadian aid is focussed on the development of infra-structure, food production, education and manpower training, and resource development. These activities are compatible with the goal of Caribbean states to diversify their economic base. The analysis suggests that the lack of Canadian 'aid-imperialism' in the Commonwealth Caribbean inheres in Canada's political image as one of the most international of nations and a friend of small and weak countries with a high respect for the principle of national sovereignty."			closed	1980	https://openalex.org/W2795771066 | https://openalex.org/W2061093610 | https://openalex.org/W1569664822	FALSE		en	Canadian Public Policy	10	https://openalex.org/A5069339111
PA_PUB_0000100	CANPUB_openalex.tsv	407-407	article	6	https://doi.org/10.2307/3550012	2	https://openalex.org/W2333236325		Gayle Garland (G. D. Garland); Author_ID: https://openalex.org/A5059659987; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Jocelyn Maynard Ghent (Jocelyn Maynard Ghent); Author_ID: https://openalex.org/A5037330640; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Canadian Government Participation in International Science and Technology				closed	1980		FALSE		en	Canadian Public Policy	0	
